lat,lng,total
5,103,0.004
39,35,0.007
36,-109,0.01
-21,-56,0.001
29,106,0.008
7,18,0.004
-20,-41,0.001
-17,28,0.002
54,18,0.007
30,44,0.006
6,30,0.01
-21,-52,0.009
-31,153,0.002
41,40,0.007
21,-159,0.009
18,101,0.008
36,128,0.008
17,30,0.003
51,-114,0.001
-17,-46,0.001
27,-104,0.006
45,-68,0.005
42,94,0.01
41,-75,0.002
-16,-68,0.006
21,-78,0.007
52,84,0.008
-40,-62,0.003
32,23,0.009
31,12,0.005
31,109,0.006
46,9,0.003
-4,-43,0.009
6,-9,0.007
-29,27,0.001
42,15,0.003
33,-3,0.004
-5,-78,0.006
22,93,0.009
0,117,0.009
52,16,0.005
13,47,0.001
-10,-50,0.003
24,94,0.009
33,-101,0.001
44,42,0.01
58,93,0.01
1,174,0.002
-4,22,0.004
13,77,0.006
47,-3,0.008
44,-71,0.003
62,25,0.007
34,-118,0.001
14,5,0.001
11,49,0.001
10,4,0.008
62,12,0.003
61,31,0.007
14,24,0.005
48,-100,0.001
-9,-73,0.006
25,-13,0.009
2,74,0.004
20,93,0.002
53,1,0.008
49,-2,0.007
48,43,0.007
29,31,0.005
44,102,0.003
40,142,0.006
35,-86,0.006
53,-110,0.004
48,122,0.007
29,-112,0.003
63,44,0.001
40,29,0.008
35,-5,0.007
16,43,0.005
11,109,0.004
-8,17,0.0
7,101,0.009
40,-76,0.006
36,-81,0.008
17,107,0.003
50,26,0.004
27,97,0.005
5,-3,0.001
-17,48,0.0
-21,45,0.002
51,80,0.003
53,85,0.003
50,-119,0.006
30,8,0.003
41,3,0.001
-17,-63,0.007
36,141,0.003
-6,20,0.006
-33,-60,0.01
30,119,0.006
58,10,0.006
60,54,0.007
41,20,0.001
17,26,0.009
31,-81,0.008
-7,32,0.003
-44,148,0.004
41,-95,0.001
3,102,0.005
51,43,0.006
32,-5,0.007
28,-10,0.003
4,44,0.008
-1,111,0.006
32,-86,0.003
46,37,0.005
8,-72,0.006
19,43,0.004
33,108,0.007
-5,29,0.004
57,83,0.001
19,-100,0.001
37,24,0.001
-2,116,0.006
10,100,0.006
-10,31,0.002
22,89,0.005
56,49,0.005
52,60,0.006
33,-118,0.009
13,19,0.003
47,-65,0.007
-10,-54,0.003
-11,25,0.006
56,104,0.006
-38,-73,0.008
-3,141,0.002
47,16,0.006
44,6,0.003
23,42,0.001
19,103,0.0
34,-101,0.002
-23,-48,0.005
44,-107,0.002
58,52,0.001
38,47,0.001
15,16,0.002
14,-15,0.002
10,-8,0.007
14,42,0.005
14,31,0.008
38,-102,0.001
34,-3,0.008
15,-95,0.002
49,41,0.004
48,-80,0.002
2,46,0.009
1,21,0.01
-18,49,0.006
16,105,0.007
-22,56,0.002
-3,103,0.001
26,99,0.001
40,114,0.008
5,11,0.0
-18,-60,0.003
16,-16,0.004
53,-122,0.009
50,92,0.007
12,-13,0.005
49,-121,0.01
59,61,0.002
40,1,0.004
36,12,0.0
-31,-58,0.001
6,-68,0.001
40,-104,0.008
39,107,0.004
54,63,0.009
50,30,0.009
26,40,0.008
-22,-50,0.009
41,82,0.008
3,23,0.004
2,114,0.003
51,124,0.005
45,30,0.006
21,44,0.002
-3,18,0.001
-6,40,0.004
-7,-37,0.008
30,131,0.004
60,18,0.008
17,-10,0.007
32,96,0.007
31,-109,0.003
28,35,0.006
-29,-48,0.004
8,-10,0.001
-30,-63,0.008
55,74,0.009
51,71,0.006
-3,120,0.008
31,68,0.008
28,-110,0.004
27,57,0.003
4,8,0.01
21,79,0.007
-1,19,0.006
-5,-48,0.006
31,101,0.007
46,17,0.007
22,27,0.007
-2,29,0.008
-8,-77,0.003
-6,108,0.007
-25,30,0.006
5,10,0.006
46,-92,0.007
-34,116,0.007
57,47,0.002
37,60,0.001
33,53,0.0
28,95,0.002
9,43,0.007
-10,27,0.001
-15,33,0.002
22,117,0.006
37,-87,0.008
-4,-80,0.008
13,-9,0.009
9,-4,0.002
46,126,0.009
43,-96,0.006
24,38,0.0
-22,-54,0.001
0,36,0.006
67,55,0.004
47,52,0.008
43,73,0.006
24,-107,0.005
23,46,0.002
1,102,0.001
15,99,0.006
-23,-68,0.006
11,32,0.009
25,77,0.009
38,75,0.007
35,119,0.006
37,112,0.004
15,-12,0.002
11,9,0.008
10,28,0.001
38,-74,0.009
53,76,0.009
49,69,0.007
44,143,0.01
25,59,0.0
5,48,0.001
2,18,0.005
-18,-51,0.001
-22,28,0.003
48,99,0.004
26,119,0.006
-12,-74,0.008
40,86,0.002
39,-83,0.01
35,-78,0.007
12,15,0.001
-12,37,0.002
59,25,0.01
39,62,0.003
36,-88,0.006
35,67,0.008
30,-114,0.001
-8,-39,0.01
39,79,0.007
54,59,0.007
53,128,0.006
50,66,0.001
30,61,0.009
-39,176,0.006
26,76,0.001
7,-2,0.006
57,-4,0.007
17,-76,0.001
-3,-59,0.006
-26,24,0.001
-27,-61,0.004
45,66,0.008
60,-1,0.004
41,75,0.006
30,95,0.004
4,-58,0.003
-16,-63,0.003
32,68,0.001
31,-89,0.001
28,63,0.0
8,26,0.002
-16,40,0.002
-39,-60,0.001
55,14,0.007
31,24,0.01
28,-82,0.001
42,-87,0.006
21,115,0.006
-1,39,0.004
33,115,0.003
-6,141,0.005
46,45,0.003
45,134,0.0
42,60,0.001
-11,33,0.003
22,55,0.003
6,1,0.009
52,-106,0.006
9,-70,0.006
46,-64,0.003
-11,-77,0.003
-14,19,0.009
57,27,0.001
56,10,0.008
52,5,0.003
10,124,0.002
43,-117,0.003
24,91,0.01
-33,152,0.008
34,129,0.005
-4,-52,0.007
44,47,0.004
43,-100,0.001
24,74,0.004
67,35,0.002
13,108,0.009
-28,33,0.005
44,-66,0.001
23,82,0.006
20,-156,0.009
38,-8,0.006
14,-86,0.004
11,28,0.003
-13,30,0.004
61,22,0.005
58,44,0.006
34,54,0.001
49,84,0.003
48,-95,0.001
10,48,0.009
-37,145,0.006
53,32,0.002
48,8,0.003
5,20,0.004
1,-51,0.0
48,87,0.007
-12,-62,0.007
-32,-59,0.001
40,58,0.004
39,-111,0.006
36,53,0.002
12,75,0.008
-31,-51,0.006
39,34,0.005
36,-108,0.001
-8,-35,0.009
29,105,0.001
7,17,0.009
-17,27,0.0
54,23,0.003
30,41,0.001
6,35,0.005
12,120,0.005
18,102,0.01
36,129,0.005
17,29,0.0
51,-115,0.006
32,113,0.005
27,-105,0.009
45,-69,0.009
41,-72,0.005
-16,-75,0.003
21,-79,0.005
32,24,0.007
31,11,0.0
-25,-60,0.008
46,10,0.009
33,79,0.002
66,22,0.007
-29,26,0.001
-48,-66,0.005
19,-81,0.005
18,42,0.01
33,0,0.0
-5,-79,0.007
22,94,0.006
0,118,0.009
52,17,0.006
13,42,0.002
9,51,0.009
-10,-45,0.01
24,95,0.0
-35,-61,0.008
33,-98,0.009
44,43,0.002
43,-8,0.0
1,173,0.003
-4,23,0.006
13,80,0.004
47,12,0.006
44,-70,0.002
62,26,0.006
23,118,0.003
14,6,0.003
10,1,0.007
62,9,0.007
14,21,0.001
11,-63,0.006
29,9,0.004
-9,-74,0.006
-13,-69,0.001
20,94,0.009
48,44,0.003
44,103,0.006
5,40,0.007
35,-87,0.007
-19,46,0.01
53,-111,0.005
48,123,0.0
29,-113,0.007
14,109,0.008
63,43,0.007
40,30,0.006
-20,-45,0.002
35,-6,0.002
16,44,0.009
-8,18,0.0
7,100,0.005
40,-83,0.006
36,-80,0.003
17,78,0.004
50,23,0.006
27,104,0.009
-17,47,0.002
51,79,0.0
53,88,0.0
50,-118,0.004
30,5,0.008
7,-58,0.009
6,127,0.008
-17,-64,0.007
-6,17,0.006
-35,-56,0.002
30,120,0.005
45,10,0.008
17,25,0.004
32,133,0.006
31,-82,0.006
-7,31,0.004
-26,-65,0.008
41,-92,0.006
3,101,0.01
52,113,0.003
51,42,0.008
32,-4,0.01
28,-9,0.001
27,36,0.004
4,29,0.003
-1,110,0.004
-36,147,0.009
32,-85,0.004
31,80,0.008
46,38,0.003
8,-79,0.008
19,42,0.0
33,107,0.007
-5,36,0.005
-6,133,0.004
65,73,0.005
19,-101,0.0
37,23,0.005
52,-66,0.009
-2,113,0.0
-10,32,0.001
-2,11,0.006
22,90,0.003
56,50,0.009
37,8,0.003
52,45,0.009
13,14,0.002
47,-66,0.008
46,87,0.003
-11,28,0.004
56,97,0.006
-38,-72,0.01
47,15,0.002
44,7,0.005
24,-14,0.005
23,41,0.003
19,102,0.001
34,-100,0.007
-36,-62,0.007
-23,-49,0.008
44,-106,0.003
62,54,0.004
58,49,0.008
38,48,0.008
34,43,0.008
15,15,0.004
14,-14,0.0
10,-11,0.0
61,62,0.005
38,-97,0.001
34,-2,0.005
15,-96,0.002
49,44,0.002
48,-71,0.004
2,43,0.009
-28,-62,0.008
1,24,0.003
-18,50,0.008
16,106,0.005
53,-8,0.005
26,100,0.001
40,115,0.008
38,121,0.006
16,-7,0.006
-22,-56,0.004
12,-12,0.007
49,-118,0.003
48,143,0.007
5,121,0.004
36,-3,0.007
-31,-59,0.005
6,-71,0.004
40,-111,0.003
39,106,0.009
54,64,0.004
50,59,0.008
26,37,0.0
41,81,0.007
3,22,0.003
-21,16,0.007
51,123,0.001
50,-114,0.006
45,29,0.005
21,43,0.008
57,10,0.0
-3,17,0.007
-6,37,0.008
-7,-50,0.009
30,132,0.009
60,19,0.007
17,-11,0.008
32,105,0.007
31,-110,0.005
28,36,0.009
8,-9,0.001
-30,-62,0.01
-15,34,0.005
55,73,0.002
51,70,0.003
-3,119,0.009
31,67,0.003
28,-109,0.009
27,64,0.004
4,9,0.009
21,90,0.005
-1,18,0.006
-2,-77,0.007
-5,-49,0.003
-8,141,0.001
46,18,0.0
43,116,0.003
22,28,0.006
-17,-45,0.009
-2,30,0.007
-6,105,0.006
-25,29,0.008
46,-95,0.005
-11,39,0.006
57,50,0.001
37,59,0.008
33,56,0.005
28,96,0.001
9,30,0.008
-10,28,0.007
-33,-71,0.002
-15,36,0.006
56,22,0.005
37,-84,0.008
-4,-79,0.004
13,-14,0.003
9,-5,0.0
46,131,0.007
43,-97,0.009
24,39,0.003
0,29,0.002
-23,30,0.008
47,51,0.006
43,48,0.004
24,-106,0.006
23,45,0.0
1,101,0.006
15,98,0.001
-23,-69,0.002
14,-61,0.007
11,31,0.002
-9,-36,0.003
25,80,0.001
62,66,0.005
58,69,0.009
38,76,0.002
35,118,0.002
37,111,0.002
15,-13,0.01
11,-16,0.003
10,25,0.0
-9,114,0.002
5,-54,0.008
53,75,0.007
49,72,0.005
29,49,0.004
44,144,0.009
25,46,0.001
5,47,0.006
2,15,0.006
-18,-50,0.009
-19,37,0.003
48,100,0.008
26,120,0.007
-12,-73,0.009
40,87,0.002
39,-84,0.002
36,26,0.004
35,-79,0.003
12,16,0.008
-7,110,0.002
-12,38,0.01
59,32,0.007
39,61,0.008
36,-87,0.007
35,66,0.009
30,-109,0.003
-8,-38,0.009
7,44,0.004
39,78,0.002
54,60,0.002
30,62,0.001
18,111,0.009
26,73,0.003
7,-3,0.003
17,-77,0.008
-3,-56,0.009
12,125,0.003
-7,-55,0.004
-27,-66,0.003
45,65,0.003
41,62,0.009
-21,149,0.002
30,96,0.002
-37,-65,0.009
45,-110,0.008
-16,-62,0.007
-35,136,0.008
-20,-67,0.007
54,101,0.007
32,61,0.002
31,-90,0.002
28,64,0.001
8,27,0.009
-16,17,0.001
55,13,0.009
31,23,0.0
28,-81,0.01
42,-86,0.003
21,110,0.009
-1,38,0.002
33,118,0.003
-6,142,0.007
65,20,0.01
46,46,0.004
43,80,0.003
45,133,0.009
22,56,0.009
52,-105,0.001
9,-71,0.002
46,-67,0.002
-14,20,0.006
57,14,0.007
56,11,0.003
52,6,0.008
-38,176,0.002
24,92,0.0
-33,151,0.008
34,130,0.009
44,48,0.008
24,75,0.006
67,34,0.009
13,107,0.007
44,-65,0.004
43,44,0.002
58,-6,0.0
20,-75,0.007
1,129,0.01
11,27,0.01
14,49,0.008
-13,29,0.004
49,109,0.004
58,41,0.009
-37,-63,0.0
34,51,0.0
49,83,0.003
11,-84,0.005
-8,122,0.009
10,45,0.008
-18,31,0.004
-19,-68,0.007
53,31,0.001
5,19,0.003
48,88,0.01
-12,-61,0.008
-32,-58,0.0
40,59,0.001
39,-112,0.007
36,54,0.005
16,49,0.002
50,129,0.007
12,76,0.004
-20,26,0.009
39,33,0.002
-8,-34,0.003
29,108,0.0
7,16,0.006
3,-51,0.005
-17,26,0.002
-20,46,0.007
54,24,0.007
30,42,0.006
6,36,0.005
-25,-54,0.008
12,121,0.009
41,42,0.008
-29,-57,0.008
21,-157,0.008
18,99,0.003
36,130,0.001
17,32,0.006
32,114,0.009
-6,-35,0.002
-7,22,0.009
27,-106,0.004
45,-74,0.01
42,108,0.002
4,-77,0.009
41,-73,0.009
-16,-74,0.005
21,-76,0.003
52,102,0.004
31,10,0.001
-25,-61,0.004
9,119,0.001
46,-1,0.01
-1,74,0.001
5,-9,0.007
-29,25,0.01
42,13,0.0
4,96,0.001
18,39,0.01
33,-1,0.005
-5,-72,0.0
-30,152,0.004
-1,-80,0.0
-18,-58,0.005
22,99,0.008
52,18,0.005
13,41,0.004
-10,-44,0.005
24,96,0.009
23,-109,0.004
33,-99,0.009
44,44,0.009
43,-9,0.005
-4,24,0.003
13,79,0.0
47,11,0.006
44,-69,0.01
62,15,0.0
23,117,0.001
38,17,0.003
0,-52,0.009
34,-120,0.006
14,11,0.006
10,2,0.009
47,92,0.002
62,10,0.007
14,22,0.009
29,12,0.009
-9,-75,0.007
-13,-70,0.003
20,95,0.002
49,0,0.005
48,37,0.002
5,39,0.006
35,-96,0.008
-19,45,0.001
-22,-175,0.007
48,124,0.002
63,42,0.009
40,31,0.005
16,37,0.009
-8,19,0.003
26,-97,0.01
7,99,0.004
-32,25,0.004
40,-82,0.0
36,-79,0.003
17,77,0.002
-33,-64,0.003
50,24,0.01
27,103,0.001
-17,46,0.004
51,78,0.004
53,87,0.001
50,-121,0.006
30,6,0.004
7,-59,0.002
21,-14,0.002
-17,-65,0.005
-6,18,0.009
30,117,0.0
64,53,0.009
45,9,0.009
60,56,0.006
41,-122,0.005
17,28,0.002
-17,-51,0.003
31,-83,0.004
-7,34,0.003
-26,-64,0.006
41,-93,0.003
52,114,0.002
51,41,0.009
28,-8,0.004
4,30,0.006
-20,36,0.001
32,-84,0.004
31,79,0.002
46,43,0.002
8,-78,0.009
-34,117,0.001
19,41,0.008
6,-4,0.004
-2,23,0.007
-5,35,0.004
-6,134,0.003
57,101,0.004
19,-102,0.009
37,34,0.008
-2,114,0.007
-10,29,0.007
-11,21,0.007
0,101,0.001
-34,23,0.01
56,51,0.002
37,7,0.01
52,46,0.003
33,-116,0.008
13,13,0.009
47,-67,0.0
46,88,0.001
-11,27,0.006
56,98,0.005
47,14,0.008
44,8,0.009
0,12,0.009
23,40,0.001
19,101,0.006
34,-103,0.002
-23,-46,0.004
44,-105,0.004
58,50,0.009
20,-99,0.005
38,45,0.004
34,44,0.006
10,-10,0.005
-9,40,0.004
38,-96,0.007
34,-5,0.0
15,-97,0.003
49,43,0.001
48,-70,0.009
-9,132,0.009
2,44,0.003
1,23,0.0
16,107,0.001
53,-9,0.009
26,97,0.005
40,116,0.006
38,122,0.006
16,-6,0.002
12,-11,0.009
49,-119,0.001
-31,23,0.001
23,102,0.008
36,-2,0.007
7,135,0.004
-31,-56,0.004
6,-70,0.01
3,12,0.002
40,-110,0.004
39,105,0.007
54,61,0.0
50,60,0.001
30,55,0.008
26,38,0.004
41,84,0.006
3,21,0.0
2,112,0.007
51,122,0.009
12,98,0.004
-13,-41,0.008
-3,20,0.0
-6,38,0.009
-7,-51,0.009
-27,26,0.009
42,145,0.008
60,20,0.007
32,106,0.002
31,-111,0.005
28,37,0.004
8,-8,0.002
-30,-65,0.01
-35,20,0.005
55,72,0.001
51,69,0.01
-3,114,0.009
31,66,0.003
28,-108,0.01
27,63,0.008
42,-77,0.008
4,10,0.009
21,89,0.009
-1,17,0.007
-3,-46,0.002
-5,-50,0.001
43,115,0.006
-2,35,0.007
-6,106,0.001
-25,28,0.01
46,-94,0.008
-4,-51,0.004
57,49,0.008
37,54,0.003
33,55,0.007
-9,148,0.007
28,97,0.004
9,29,0.004
-10,25,0.004
-15,35,0.006
56,23,0.001
37,-85,0.01
34,91,0.009
-4,-78,0.008
13,-15,0.004
46,132,0.001
43,-98,0.003
24,40,0.001
-4,138,0.005
0,30,0.0
-23,29,0.0
-30,-53,0.0
47,50,0.003
43,47,0.007
24,-105,0.004
23,76,0.008
1,104,0.009
-4,-48,0.001
14,-60,0.004
11,30,0.002
-9,-37,0.001
25,79,0.004
-13,24,0.003
38,73,0.004
35,117,0.004
37,122,0.001
15,-14,0.004
10,26,0.001
5,-55,0.002
1,-58,0.008
53,70,0.006
29,52,0.001
44,145,0.005
25,45,0.003
2,16,0.008
-18,-45,0.004
-8,-75,0.003
26,117,0.009
-12,-72,0.007
25,-98,0.009
40,88,0.003
39,-85,0.002
36,27,0.007
50,94,0.008
12,17,0.01
-7,109,0.006
-12,39,0.001
62,131,0.005
59,31,0.006
39,60,0.004
36,-86,0.01
35,65,0.005
30,-108,0.009
-8,-37,0.001
7,43,0.005
39,77,0.002
-20,47,0.006
54,57,0.009
30,67,0.006
26,74,0.004
7,-4,0.0
-3,-57,0.007
12,126,0.002
45,68,0.003
41,61,0.004
21,74,0.0
30,93,0.008
45,-111,0.01
42,133,0.007
-29,-63,0.007
-20,-66,0.005
54,102,0.01
-40,-71,0.002
32,62,0.001
31,-91,0.007
28,65,0.004
8,28,0.003
-16,18,0.003
55,44,0.002
32,-83,0.001
31,22,0.001
28,-80,0.005
9,78,0.004
42,-89,0.007
21,109,0.005
-1,37,0.008
33,117,0.004
-6,155,0.003
43,79,0.003
45,136,0.004
42,58,0.005
4,117,0.004
22,53,0.006
52,-104,0.003
9,-68,0.01
46,-66,0.009
-14,17,0.005
57,13,0.005
0,100,0.006
52,7,0.01
10,122,0.0
-33,-57,0.002
24,85,0.001
-33,150,0.001
34,127,0.009
-5,117,0.003
-24,-55,0.008
43,-102,0.007
24,76,0.002
-10,-71,0.007
20,71,0.002
-36,-71,0.006
67,33,0.003
13,102,0.001
44,-64,0.002
43,43,0.009
23,80,0.009
20,-74,0.003
0,-79,0.009
11,26,0.004
-13,36,0.006
61,24,0.006
58,42,0.004
-10,126,0.007
34,52,0.006
49,86,0.01
11,-85,0.009
48,-93,0.008
10,46,0.006
-18,32,0.003
-19,-69,0.009
53,42,0.005
29,24,0.0
5,118,0.01
5,14,0.005
14,39,0.001
48,129,0.003
-12,-60,0.001
-32,-57,0.003
40,60,0.002
36,55,0.003
16,50,0.005
50,130,0.008
12,45,0.004
-45,-68,0.002
39,32,0.003
29,107,0.001
7,15,0.002
-17,25,0.01
54,21,0.01
53,94,0.002
30,31,0.01
6,33,0.004
12,122,0.003
64,34,0.001
41,41,0.009
18,100,0.009
17,31,0.004
51,-109,0.003
32,115,0.006
-7,21,0.008
27,-107,0.008
45,-75,0.01
4,-76,0.003
41,-70,0.005
3,127,0.009
-16,-73,0.003
21,-77,0.006
52,103,0.002
-40,-67,0.002
31,9,0.003
32,-111,0.0
31,122,0.009
46,0,0.006
18,-11,0.003
-36,151,0.009
42,14,0.004
4,97,0.006
6,6,0.001
33,2,0.006
-5,-73,0.008
-15,-50,0.004
22,100,0.001
0,120,0.003
52,19,0.004
13,44,0.007
47,-88,0.008
-10,-47,0.002
24,121,0.007
23,-110,0.007
33,-96,0.01
-13,38,0.001
44,13,0.006
-4,25,0.007
47,10,0.001
44,-68,0.004
62,16,0.004
23,116,0.009
38,18,0.003
-38,-59,0.006
14,12,0.009
-36,145,0.007
10,-1,0.006
47,91,0.006
-9,123,0.004
-40,177,0.007
14,27,0.002
48,-105,0.003
29,11,0.004
-9,-76,0.003
-13,-71,0.006
20,96,0.001
53,-2,0.0
49,-1,0.0
48,38,0.006
38,99,0.006
35,-97,0.006
-19,48,0.005
53,-109,0.009
48,117,0.004
63,41,0.0
40,32,0.009
16,38,0.008
-4,-42,0.006
-8,20,0.004
-12,-49,0.005
-4,31,0.001
-32,26,0.007
40,-81,0.002
36,-78,0.009
17,80,0.001
50,21,0.003
27,102,0.003
26,15,0.0
3,48,0.01
-17,45,0.0
51,77,0.001
50,-120,0.01
30,11,0.009
-33,-69,0.003
7,-60,0.003
41,-8,0.004
21,-15,0.01
-17,-66,0.004
-6,15,0.007
30,118,0.007
-37,-72,0.003
64,54,0.001
45,12,0.005
60,57,0.008
41,-123,0.006
17,27,0.009
-7,33,0.009
3,107,0.008
52,115,0.009
51,32,0.007
27,34,0.005
4,31,0.001
-53,-70,0.004
-1,124,0.009
32,-91,0.001
31,78,0.008
46,44,0.007
8,-77,0.009
-4,142,0.003
-34,118,0.005
19,32,0.001
-2,24,0.003
-5,34,0.003
69,18,0.003
57,104,0.002
19,-103,0.008
37,33,0.005
-2,135,0.004
-10,30,0.0
-14,-39,0.004
-4,115,0.006
-34,24,0.006
56,52,0.007
52,47,0.001
33,-117,0.005
13,16,0.007
-27,152,0.01
47,-52,0.0
46,85,0.01
24,125,0.004
-14,-52,0.004
-34,-57,0.009
56,99,0.007
47,13,0.008
44,9,0.009
24,-12,0.006
23,39,0.009
34,-102,0.001
-23,-47,0.001
-42,148,0.008
44,-104,0.004
58,47,0.001
20,-98,0.008
38,46,0.007
35,80,0.001
34,41,0.001
14,-24,0.0
10,35,0.0
-9,39,0.007
61,64,0.005
38,-99,0.007
34,-4,0.003
49,14,0.005
48,-69,0.004
2,41,0.007
1,26,0.006
16,108,0.006
-22,35,0.002
48,74,0.003
26,98,0.01
40,109,0.003
38,127,0.009
16,-5,0.006
50,87,0.005
12,-10,0.01
49,-116,0.003
-31,26,0.004
40,4,0.005
-20,-40,0.002
-31,-57,0.007
6,-65,0.007
3,11,0.009
40,-109,0.004
39,104,0.0
54,62,0.007
50,57,0.003
30,56,0.003
26,51,0.004
41,83,0.007
3,28,0.004
-20,29,0.003
51,121,0.001
12,99,0.005
45,31,0.008
21,37,0.005
18,121,0.009
-3,19,0.01
-7,-48,0.008
-27,25,0.004
17,-9,0.007
54,111,0.007
32,107,0.01
31,-112,0.003
28,38,0.001
-30,-64,0.002
-35,19,0.002
55,71,0.009
52,143,0.009
51,76,0.003
-3,113,0.004
31,65,0.009
28,-107,0.005
27,62,0.003
42,-76,0.005
4,11,0.002
22,-81,0.009
21,92,0.001
-1,16,0.01
-39,-67,0.001
-2,-79,0.002
-5,-51,0.004
43,114,0.001
42,67,0.006
22,26,0.001
-2,36,0.008
-25,27,0.0
46,-105,0.009
57,52,0.004
33,58,0.008
28,98,0.001
9,32,0.004
-10,26,0.007
-15,38,0.007
56,24,0.003
37,-90,0.005
34,92,0.009
-12,-63,0.001
13,-12,0.008
46,129,0.004
43,-99,0.008
24,33,0.01
-14,-176,0.002
0,31,0.006
-23,32,0.003
47,49,0.004
43,46,0.01
24,-104,0.01
23,75,0.007
1,103,0.009
15,96,0.004
11,29,0.006
-43,-70,0.006
-9,-38,0.001
25,82,0.009
-13,23,0.003
38,74,0.006
37,121,0.006
15,-15,0.001
10,23,0.003
-32,142,0.001
5,-52,0.005
53,69,0.001
49,74,0.008
29,51,0.01
44,146,0.005
25,48,0.003
2,13,0.007
-18,-44,0.001
-29,-49,0.008
-8,-74,0.005
26,118,0.007
-12,-71,0.009
25,-99,0.01
40,81,0.01
39,-86,0.002
36,28,0.007
50,123,0.001
12,18,0.006
-7,112,0.004
-12,40,0.005
59,30,0.005
39,59,0.007
36,-85,0.002
35,56,0.008
-7,157,0.003
30,-111,0.009
-8,-36,0.003
7,42,0.004
-17,36,0.003
54,58,0.007
50,61,0.004
30,68,0.005
26,71,0.01
7,-5,0.009
-26,27,0.009
-27,-64,0.008
45,67,0.002
41,64,0.004
21,73,0.009
57,-3,0.005
30,94,0.001
45,-108,0.007
42,134,0.01
-16,-60,0.007
21,-102,0.005
-20,-65,0.005
-40,-70,0.005
32,63,0.004
28,66,0.005
8,21,0.007
-16,19,0.006
55,43,0.007
32,-82,0.005
31,21,0.003
9,77,0.004
42,-88,0.005
19,55,0.002
21,112,0.009
33,120,0.007
-6,156,0.002
65,22,0.0
43,78,0.007
45,135,0.009
4,118,0.001
22,54,0.008
52,-103,0.003
9,-69,0.002
-14,18,0.009
57,16,0.008
52,8,0.009
10,119,0.009
24,86,0.009
-33,149,0.003
34,128,0.002
-5,124,0.009
-24,-54,0.007
47,-124,0.004
43,-103,0.002
24,69,0.008
-11,121,0.008
20,72,0.001
13,101,0.005
44,-63,0.005
43,42,0.008
23,79,0.007
38,-5,0.001
0,-78,0.005
11,25,0.008
-9,-34,0.008
25,110,0.006
-13,35,0.004
61,23,0.008
58,39,0.003
34,49,0.009
49,85,0.007
11,-86,0.008
20,85,0.005
-18,29,0.005
53,41,0.006
5,13,0.008
48,130,0.002
63,20,0.004
-32,-56,0.009
40,53,0.004
36,56,0.007
16,51,0.009
50,127,0.006
12,46,0.004
39,31,0.002
54,11,0.001
16,-62,0.009
29,102,0.004
7,14,0.01
41,126,0.01
-17,24,0.001
54,22,0.004
53,93,0.009
30,32,0.0
6,34,0.002
12,123,0.005
64,35,0.005
41,44,0.008
18,97,0.002
17,34,0.009
-21,119,0.002
32,116,0.009
-7,24,0.003
27,-100,0.009
45,-72,0.007
41,-71,0.006
3,126,0.006
-16,-72,0.001
21,-82,0.009
52,104,0.008
-40,-66,0.003
32,35,0.006
31,8,0.005
32,-110,0.005
31,121,0.008
-29,-66,0.002
-38,144,0.003
42,27,0.002
4,98,0.005
19,-76,0.007
18,37,0.008
33,1,0.007
-5,-74,0.004
22,97,0.006
0,129,0.009
52,20,0.006
13,43,0.005
-10,-46,0.003
24,122,0.008
-9,15,0.006
-4,129,0.008
33,-97,0.007
44,14,0.006
-8,145,0.002
-4,26,0.006
47,9,0.006
-13,-50,0.003
23,115,0.01
38,23,0.009
14,9,0.009
10,0,0.01
47,90,0.0
14,28,0.0
5,-53,0.002
-8,128,0.005
29,6,0.001
-9,-77,0.004
20,97,0.002
53,-3,0.002
-3,107,0.009
49,2,0.0
48,39,0.0
38,100,0.0
35,-98,0.001
-19,47,0.004
53,-114,0.0
48,118,0.006
40,25,0.009
16,39,0.005
26,-99,0.003
-12,-48,0.002
-32,27,0.01
40,-80,0.005
36,-77,0.004
17,79,0.01
50,22,0.001
12,-71,0.005
27,101,0.003
7,50,0.002
41,106,0.007
3,47,0.002
-16,167,0.003
-21,49,0.005
51,84,0.005
30,12,0.006
7,-61,0.004
6,126,0.008
-25,-59,0.009
-17,-67,0.002
-6,16,0.003
30,123,0.008
8,127,0.003
45,11,0.003
60,58,0.009
-29,-54,0.001
-6,-65,0.0
-7,36,0.009
-26,-66,0.003
41,-107,0.009
52,116,0.008
51,31,0.003
32,-9,0.003
4,32,0.006
-53,-71,0.001
-1,123,0.006
32,-90,0.005
31,77,0.003
46,41,0.003
8,-76,0.006
19,31,0.004
-2,21,0.002
-5,33,0.008
48,95,0.007
5,-2,0.008
-10,148,0.008
37,36,0.005
-2,136,0.007
-10,35,0.008
-14,-38,0.006
-18,-65,0.007
-34,21,0.007
56,45,0.005
52,48,0.008
13,15,0.003
47,-53,0.001
46,86,0.004
24,126,0.001
-14,-55,0.005
-34,-56,0.003
56,100,0.001
-38,-61,0.002
47,28,0.0
44,10,0.01
-11,166,0.0
19,107,0.002
-23,-44,0.008
-24,33,0.008
44,-103,0.0
58,48,0.003
20,-97,0.007
35,79,0.0
34,42,0.003
15,28,0.0
10,36,0.003
-9,38,0.003
61,63,0.003
38,-98,0.003
49,13,0.009
48,-68,0.008
-2,104,0.0
2,42,0.009
1,25,0.004
16,101,0.009
-22,36,0.004
